Location no.,Name,,Address 1 formatted postal,Address 2 formatted physical,phone,fax,contact,email,portfolio code,enrol FTE,Description
6223,St Joseph's School OSHC/Vac - Hectorville,,,"30 Montacute Road, Hectorville SA 5073",(08) 8336 9425,(08) 8336 9425,,admin@stjohect.adl.catholic.edu.au,,,Out of School Hours Care
6096,St Leonards Primary School OSHC/Vac,,,"Jervois Street, Glenelg North SA 5045",(08) 8294 9811,(08) 8295 2568,,,,,Out of School Hours Care
6587,St Margaret Mary's OSHC,,,"5 Eldon Street, Croydon Park SA 5008",(08) 8245 5800,(08) 8245 5811,,,,,Out of School Hours Care
7972,St Mark's Lutheran PS Camp Australia OSHC,,,"37 Hampden Road, Mount Barker SA 5251",,,,,,,Out of School Hours Care
6714,St Martin de Porres School OSHC/Vac,,,"1 Berrima Road, Sheidow Park SA 5158",(08) 8321 8308,(08) 8322 4186,,,,,Out of School Hours Care
6229,St Martin's OSHC/Vac - Greenacres,,,"66-80 Princes Road, Greenacres SA 5086",(08) 8261 4524,(08) 8261 5705,,,,,Out of School Hours Care
6879,St Mary MacKillop School OSHC/Vac,,"PO Box 16, Wallaroo SA 5556","10 Bagot Street, Wallaroo SA 5556",(08) 8823 2549,(08) 8823 2561,,,,,Out of School Hours Care
6567,St Mary Magdalene's OSHC,,,"82 Fairfield Road, Elizabeth Grove SA 5112",(08) 8255 6144,(08) 8287 2201,,,,,Out of School Hours Care
5433,St Mary's College OSHC,,,"253 Franklin Street, Adelaide SA 5000",(08) 8216 5700,(08) 8216 5730,,,,,Out of School Hours Care
6847,St Mary's Memorial School OSHC,,,"16 Milton Street, Glenelg SA 5045",(08) 8294 4580,(08) 8294 1967,,,,,Out of School Hours Care
6823,St Michael's College Out of School Hours Care,,,"78 East Avenue, Beverley SA 5009",(08) 8150 2394,(08) 8346 9449,,,,,Out of School Hours Care
6592,St Monica's Parish School OSHC/Vac,,,"92 North East Road, Walkerville SA 5081",(08) 8344 2384,(08) 8344 2339,,stmonica@stmonica.adl.catholic.edu.au,,,Out of School Hours Care
6987,St Patrick's School OSHC,,"PO Box 84, Athol Park SA 5012","33A Dudley Street, Mansfield Park SA 5012",(08) 8445 1147,,,,,,Out of School Hours Care
6568,St Paul Lutheran School OSHC,,,"44 Audrey Avenue, Blair Athol SA 5084",(08) 8260 2655,(08) 8262 4216,,,,,Out of School Hours Care
5432,St Peter's College Camp Australia OSHC,,"c/- Camp Australia Pty. Ltd., 1731 Malvern Road, Glen Iris VIC 3146","57 Hackney Road, St Peters SA 5069",(08) 8362 3451,(08) 8363 2239,,,,,Out of School Hours Care
7973,St Peter's Collegiate Girls' School OSHC,,,"32 Hallett Road, Stonyfell SA 5066",,,,,,,Out of School Hours Care
6849,St Peters Lutheran School OSHC,,,"71 Cumming Street, Blackwood SA 5051",(08) 8278 9506,(08) 8370 0414,,,,,Out of School Hours Care
6850,St Peter's Woodlands Grammar School OSHC Camp Aust,,,"39 Partridge Street, Glenelg SA 5045",(08) 8295 4317,(08) 8295 2820,,,,,Out of School Hours Care
6233,St Pius X OSHC/Vac,,,"8 Windsor Grove, Windsor Gardens SA 5087",(08) 8369 1489,(08) 8369 1603,,,,,Out of School Hours Care
4203,St Raphael's Parish School OSHC,,,"114 Glen Osmond Road, Parkside SA 5063",(08) 8272 2368,(08) 8272 2725,,,,,Out of School Hours Care
6569,St Teresa's School OSHC/Vac,,,"28 Strathmore Terrace, Brighton SA 5048",(08) 8298 8899,(08) 8377 1287,,,,,Out of School Hours Care
5360,St Therese Primary School OSHC SA Camp Australia,,,"7 Oxford Circus, Colonel Light Gardens SA 5041",(08) 8276 5528,(08) 8276 5360,,,,,Out of School Hours Care
6728,St Thomas More School OSHC/Vac,,"PO Box 2002, Elizabeth Park SA 5113","50 Yorktown Road, Elizabeth Park SA 5113",(08) 8255 1699,(08) 8287 0241,,,,,Out of School Hours Care
6733,St Thomas School OSHC Camp Australia,,,"10 Rushton Street, Goodwood SA 5034",(08) 8271 5674,(08) 8272 6045,,,,,Out of School Hours Care
5357,Stansbury Primary School OSHC,,"PO Box 11, Stansbury SA 5582","North Terrace, Stansbury SA 5582",(08) 8852 4286,(08) 8852 4173,,,,,Out of School Hours Care
6781,Star of the Sea OSHC/Vac,,,"333 Military Road, Henley Beach SA 5022",(08) 8235 0161,(08) 8235 1835,,,,,Out of School Hours Care
5447,Stepping Stone Tanunda OSHC,,,"150-152 Murray Street, Tanunda SA 5352",(08) 8563 0514,,,,,,Out of School Hours Care
5991,Stepping Stone Two Wells OSHC,,"380 Payneham Road, Payneham SA 5070","15 Gawler Road, Two Wells SA 5501",(08) 8520 2111,(08) 8520 3914,,,,,Out of School Hours Care
6099,Stirling East - Mt Lofty Area OSHC,,"c/- 3 Fairview Rd, Aldgate SA 5154","51 Braeside Road, Stirling SA 5152",0413 483 545,(08) 8370 9673,,,,,Out of School Hours Care
6150,Stradbroke Primary School OSHC/Vac,,,"73 Koonga Avenue, Rostrevor SA 5073",(08) 8365 5677,(08) 8337 0041,,,,,Out of School Hours Care
6350,Streaky Bay Area School Vac Care,,,"109 Wells Street, Streaky Bay SA 5680",(08) 8626 1202,(08) 8626 1658,,,,,Out of School Hours Care
6813,Sturt Street Community School OSHC/Vac,,"221-239 Sturt Street, Adelaide SA 5000","14 O'Brien Street, Adelaide SA 5000",(08) 8231 7990,(08) 8231 3188,,,,,Out of School Hours Care
6962,Sunrise Christian School Fullarton OSHC,,,"95 Wattle Street, Fullarton SA 5063",(08) 8179 2700,(08) 8179 2799,,,,,Out of School Hours Care
6848,Sunrise Christian School Marion OSHC,,,"284-288 Sturt Road, Marion SA 5043",(08) 8296 3761,(08) 8296 2786,,,,,Out of School Hours Care
5431,Sunrise Christian School Morphett Vale OSHC,,,"70-74 Pimpala Road, Morphett Vale SA 5162",(08) 8322 7279,(08) 8381 8632,,,,,Out of School Hours Care
5445,Sunrise Christian School Paradise OSHC,,,"2 Crowle Road, Paradise SA 5075",(08) 8351 9132,,,,,,Out of School Hours Care
6187,Surrey Downs Primary School OSHC,,,"16-24 Vine Street, Surrey Downs SA 5126",(08) 8251 1393,(08) 8289 1691,,,,,Out of School Hours Care
2106,Tanunda - Barossa OSHC,,"PO Box 646, Nuriootpa SA 5355","Research Road, Tanunda SA 5352",(08) 8562 4387,(08) 8563 2187,,,,,Out of School Hours Care
5425,Tanunda Lutheran Out of School Hours Care,,,"16 Maria Street, Tanunda SA 5352",(08) 8563 2456,(08) 8563 0457,,,,,Out of School Hours Care
6129,Tea Tree Gully Primary School OSHC/Vac,,,"7-9 Neale Street, Tea Tree Gully SA 5091",(08) 8264 0413,(08) 8396 1718,,,,,Out of School Hours Care
6979,TeenZone - Novita Outside School Hours Care,,"PO Box 2438, Regency Park SA 5010","171 Days Road, Regency Park SA 5010",(08) 8243 8282,(08) 8243 8281,,,,,Out of School Hours Care
5416,TeenZone South - Novita Outside School Hours Care,,"PO Box 2438, Regency Park SA 5010","815 Marion Road, Mitchell Park SA 5043",(08) 8243 8243,(08) 8243 8377,,,,,Out of School Hours Care
6206,The Heights OSHC/Vac,,,"Brunel Drive, Modbury Heights SA 5092",(08) 8263 6497,(08) 8263 6072,,,,,Out of School Hours Care
6531,The Hills Christian Community School OSHC/Vac,,"PO Box 120, Verdun SA 5245","14 Onkaparinga Valley Road, Verdun SA 5245",(08) 8388 1688,(08) 8388 1308,,,,,Out of School Hours Care
6213,The Pines Primary School OSHC/Vac,,"PO Box 576, Salisbury South SA 5106","42 Andrew Smith Drive, Parafield Gardens SA 5107",(08) 8258 8337,(08) 8281 5858,,,,,Out of School Hours Care
6782,Thorndon Park PS OSHC/Vac,,,"71 Stradbroke Road, Athelstone SA 5076",(08) 8337 2050,(08) 8337 5890,,,,,Out of School Hours Care
6202,Torrensville Primary School OSHC/Vac,,,"Hayward Avenue, Torrensville SA 5031",(08) 8354 0837,(08) 8234 2491,,,,,Out of School Hours Care
6826,Trinity College Blakeview OSHC/Vac,,,"Jamieson Road, Blakeview SA 5114",(08) 8254 6622,(08) 8254 6419,,,,,Out of School Hours Care
6769,Trinity College Gawler OSHC/Vac,,"PO Box 131, Gawler SA 5118","Greening Drive, Evanston South SA 5116",(08) 8522 0617,,,,,,Out of School Hours Care
6888,Trinity College Gawler River School OSHC/Vac,,"PO Box 131, Gawler SA 5118","66-68 Heaslip Road, Angle Vale SA 5117",(08) 8284 9257,(08) 8284 9258,,,,,Out of School Hours Care
6132,Trinity Gardens Primary School OSHC,,,"160 Portrush Road, Trinity Gardens SA 5068",(08) 8332 6901,(08) 8332 3041,,,,,Out of School Hours Care
6436,Tumby Bay Area School OSHC/Vac,,"PO Box 125, Tumby Bay SA 5605","West Terrace, Tumby Bay SA 5605",(08) 8688 2507,(08) 8688 2608,,,,,Out of School Hours Care
6594,Tyndale Christian School OSHC/Vac,,"Child Care Services Aust Pty Ltd, 267 Salisbury Highway, Salisbury Downs SA 5108","50 Fern Grove Boulevard, Salisbury East SA 5109",(08) 8258 8052,(08) 8258 8790,,,,,Out of School Hours Care
7969,Unity College OSHClub,,,"45 Owl Drive, Murray Bridge SA 5253",1800 460870,,,,,,Out of School Hours Care
6104,Unley OSHC Inc - OSCARS/Vac,,"222 Wattle Street, Malvern SA 5061","Rugby Street, Malvern SA 5061",(08) 8271 3125,(08) 8357 3135,,,,,Out of School Hours Care
6715,Upper Sturt PS OSHC,,,"118 Upper Sturt Road, Upper Sturt SA 5156",(08) 8339 2640,,,,,,Out of School Hours Care
6105,Uraidla Primary School OSHC/Vac,,,"17 Kidney Street, Uraidla SA 5142",(08) 8390 3209,(08) 8390 1048,,,,,Out of School Hours Care
6158,Vale Park Primary School OSHC/Vac,,,"40-56 Ascot Avenue, Vale Park SA 5081",(08) 8266 0439,(08) 8261 6221,,,,,Out of School Hours Care
6106,Victor Harbor R-7 Sch - Southern Fleurieu OSHC,,,"The Parkway, Victor Harbor SA 5211",(08) 8552 8301,(08) 8552 5068,,,,,Out of School Hours Care
6589,Vietnamese Cultural Diversity Vac Care Program,,"PO Box 180, Kilkenny SA 5009","33A Dudley Street, Mansfield Park SA 5012",(08) 8337 2646,,,,,,Out of School Hours Care
6107,Virginia Primary School OSHC/Vac,,,"Park Road, Virginia SA 5120",(08) 8380 9292,(08) 8380 9576,,,,,Out of School Hours Care
6108,Waikerie Primary School OSHC/Vac,,,"23 Coombe Terrace, Waikerie SA 5330",0419 845 451,(08) 8541 3410,,,,,Out of School Hours Care
7971,Walford Girls OSHClub,,,"316 Unley Road, Hyde Park SA 5061",(08) 8272 6555,,,,,,Out of School Hours Care
6128,Walkerville Primary School OSHC/Vac,,,"159 Stephen Terrace, Walkerville SA 5081",(08) 8344 1261,(08) 8344 3118,,,,,Out of School Hours Care
6964,Wallaroo Primary School OSHC/Vac,,,"Hughes Street, Wallaroo SA 5556",(08) 8823 2190,(08) 8823 3244,,,,,Out of School Hours Care
6152,Warradale Primary School OSHC/Vac,,,"Keynes Avenue, Warradale SA 5046",(08) 8296 2678,(08) 8296 7418,,,,,Out of School Hours Care
6743,Weena Mooga Vacation Care,,"PO Box 608, Ceduna SA 5690","45 McKenzie Street, Ceduna SA 5690",(08) 8625 2183,(08) 8625 3276,,,,,Out of School Hours Care
6167,West Beach Primary school OSHC/Vac,,,"3 Woodhead Street, West Beach SA 5024",(08) 8356 6018,(08) 8235 1291,,,,,Out of School Hours Care
6199,West Lakes Shore PS OSHC/Vac,,,"Edwin Street, West Lakes Shore SA 5020",(08) 8242 3141,(08) 8449 1559,,,,,Out of School Hours Care
6570,Westbourne Park PS OSHC,,,"2 Marlborough Road, Westbourne Park SA 5041",(08) 8373 3759,(08) 8373 3057,,,,,Out of School Hours Care
5911,Westminster School OSHC,,,"1-23 Alison Avenue, Marion SA 5043",(08) 8276 0390,(08) 8276 0277,,,,,Out of School Hours Care
6197,Westport Primary School OSHC,,,"53 West Street, Semaphore Park SA 5019",(08) 1300105343,(08) 8449 1662,,,,,Out of School Hours Care
6234,Whitefriars Parish School YMCA OSHC,,,"45 Beaufort Street, Woodville Park SA 5011",(08) 8244 4155,(08) 8445 1876,,,,,Out of School Hours Care
6716,Whyalla Town PS OSHC/Vac,,"PO Box 185, Whyalla SA 5600","3-9 Walls Street, Whyalla SA 5600",(08) 8644 2465,(08) 8645 1877,,,,,Out of School Hours Care
6986,Wilderness School OSHC Camp Australia,,,"30 Hawkers Road, Medindie SA 5081",(08) 8344 6688,(08) 8344 1094,,,,,Out of School Hours Care
6832,Williamstown Primary School OSHC/Vac,,,"15 Margaret Street, Williamstown SA 5351",(08) 8524 7165,(08) 8524 6682,,,,,Out of School Hours Care
6142,Willunga PS OSHC/Vac,,,"247 Main Road, Willunga SA 5172",(08) 8556 2234,(08) 8556 2398,,,,,Out of School Hours Care
3137,Woodcroft College OSHC,,"PO Box 48, Morphett Vale SA 5162","Woodcroft College, Bains Road, Woodcroft SA 5162",(08) 8322 2386,(08) 8322 6656,,,,,Out of School Hours Care
6407,Woodcroft PS Camp Australia OSHC/Vac,,,"1-23 Investigator Drive, Woodcroft SA 5162",(08) 8322 2065,(08) 8322 2851,,,,,Out of School Hours Care
6771,Woodend Primary School OSHC/Vac,,,"Edward Beck Drive, Sheidow Park SA 5158",(08) 8387 7603,(08) 8322 7100,,,,,Out of School Hours Care
6834,Woodside Primary School OSHC/Vac,,"PO Box 114, Woodside SA 5244","23 Moffett Street, Woodside SA 5244",(08) 8389 7083,(08) 8389 7601,,,,,Out of School Hours Care
6118,Woodville Primary School OSHC/Vac,,,"Evans Street, Woodville South SA 5011",(08) 8243 2454,(08) 8445 7454,,,,,Out of School Hours Care
6205,Wynn Vale School OSHC/Vac,,,"17-19 Sunnybrook Drive, Wynn Vale SA 5127",(08) 8289 3580,(08) 8289 1696,,,,,Out of School Hours Care
6726,Yankalilla Area School OSHC/Vac,,,"207 Main South Road, Yankalilla SA 5203",(08) 8558 0888,(08) 8558 2155,,,,,Out of School Hours Care
,,,,,,,,,,,
6917,Arno Bay Playcentre,,"PO Box 206, Cleve SA 5640","Arno Bay Hall, Telel Kebir Terrace, Arno Bay SA 5603",(08) 8628 2211,(08) 8628 2499,,,,,Playcentres
6927,Auburn Playcentre,,"PO Box 27, Auburn SA 5451","St Vincent Street, Auburn SA 5451",(08) 8849 2112,(08) 8849 2054,,,,,Playcentres
7904,Blanchetown Playcentre,,"PO Box 83, Blanchetown SA 5357","Godley Street, Blanchetown SA 5357",(08) 8540 5041,(08) 8540 5115,,,,,Playcentres
6925,Booborowie Playcentre,,,"Booborowie Primary School, South Terrace, Booborowie SA 5417",(08) 8893 2241,(08) 8893 2234,,,,,Playcentres
7905,Cadell Playcentre,,"c/- Cadell PS, PMB 20, Waikerie SA 5330","415 Cadell Valley Road, Cadell SA 5321",(08) 8540 3291,(08) 8540 3317,,,,,Playcentres
6921,Corny Point Playcentre,,"c/- Corny Point Shop, Main Road, Corny Point SA 5575","Corny Point Hall, Main Road, Corny Point SA 5575",(08) 8852 1780,,,,,,Playcentres
6902,Darke Peak Playcentre,,"PO Box 206, Cleve SA 5640","Darke Road, Darke Peak SA 5642",(08) 8620 7068,(08) 8620 7151,,,,,Playcentres
7962,Edithburgh Playcentre,,"PO Box 126, Edithburgh SA 5583","Giles Terrace, Edithburgh SA 5583",(08) 8852 6117,(08) 8852 6032,,,,,Playcentres
7128,Evanston Gardens Playcentre,,,"71 Angle Vale Road, Evanston Gardens SA 5116",(08) 8522 2082,(08) 8523 0495,,,,,Playcentres
6928,Farrell Flat Playcentre,,"PO Box 519, Farrell Flat SA 5416","Love Street, Farrell Flat SA 5416",(08) 8843 8064,(08) 8843 8003,,,,,Playcentres
7901,Frances Playcentre,,"PO Box 61, Frances SA 5262","23 Racecourse Road, Frances SA 5262",(08) 8765 1034,(08) 8765 1004,,,,,Playcentres
6924,Hallett/Mt Bryan Playcentre,,"PO Box 47, Hallett SA 5419","Community Hall, Main Road, Hallett SA 5419",(08) 8893 4132,,,,,,Playcentres
6905,Karkoo Playcentre,,"c/- Cummins Area School, McFarlane Street, Cummins SA 5631","Main Road, Karkoo SA 5632",(08) 8676 2388,(08) 8676 2288,,,,,Playcentres
3903,Langhorne Creek Playcentre,,"PO Box 835, Langhorne Creek SA 5255","Uniting Church Hall, Meechi Road, Langhorne Creek SA 5255",(08) 8537 0181,,,,,,Playcentres
4246,Marion Bay Playcentre,,"c/- Warooka Primary School, 47 Main Street, Warooka SA 5577","10 Slow Street, Marion Bay SA 5575",(08) 8854 5034,(08) 8854 5018,,,,,Playcentres
6959,Melrose Playcentre,,"c/- Post office, Melrose SA 5483","29 Stuart Street, Melrose SA 5483",(08) 8666 2154,(08) 8666 2001,,,,,Playcentres
3901,Milang Playcentre,,"c/- Eastern Fleurieu:Milang Campus, Rivers Street, Milang SA 5256","Cnr Coxe & Rivers Streets, Milang SA 5256",(08) 8537 0223,(08) 8537 0242,,,,,Playcentres
7909,Moorook Playcentre,,"PO Box 36, Moorook SA 5332","Wachtel Rd, Moorook SA 5332",(08) 8583 9284,(08) 8583 9201,,,,,Playcentres
3902,Myponga Playcentre,,,"Myponga Primary School, Hutchinson Street, Myponga SA 5202",(08) 8558 6267,(08) 8558 6001,,,,,Playcentres
2906,Owen Playcentre,,,"Owen Primary School, Fourth Street, Owen SA 5460",(08) 8528 6116,(08) 8528 6004,,,,,Playcentres
7926,Point Pearce Playcentre,,"c/- Point Pearce Aboriginal School, Box 14, Maitland SA 5573","Parrys Avenue, Point Pearce SA 5573",(08) 8836 7210,,,,,,Playcentres
6912,Port Germein Playcentre,,"Post Office, Port Germein SA 5495","Fifth Street, Port Germein SA 5495",(08) 8632 2191,(08) 8634 5309,,dl.0357.Admin@schools.sa.edu.au,,,Playcentres
6906,Port Neill Playcentre,,,"Port Neill Primary School, Wallis Street, Port Neill SA 5604",(08) 8688 9029,(08) 8688 9128,,,,,Playcentres
6923,Spalding Playcentre,,,"Spalding Primary School, Edgeware Avenue, Spalding SA 5454",(08) 8845 2139,(08) 8845 2039,,,,,Playcentres
7963,Stansbury Playcentre,,,"Stansbury Primary School, North Terrace, Stansbury SA 5582",(08) 8852 4286,(08) 8852 4173,,,,,Playcentres
2909,Truro Playcentre,,,"Truro Primary School, 1 Burr Street, Truro SA 5356",(08) 8564 0212,(08) 8564 0306,,,,,Playcentres
6910,Ungarra Playcentre,,"c/- Post Office, Ungarra SA 5607","Ashman Terrace, Ungarra SA 5607",(08) 8688 8029,(08) 8688 8058,,,,,Playcentres
2903,Wasleys Playcentre,,,"Wasleys Primary School, Annie Terrace, Wasleys SA 5400",(08) 8525 4073,(08) 8525 4036,,,,,Playcentres
,,,,,,,,,,,
3602,Aberfoyle Park Campus Preschool,,,"11 Budapest Road, Aberfoyle Park SA 5159",(08) 8270 3136,(08) 8270 6104,Ms Liesl Arthur,dl.3602.leaders@schools.sa.edu.au,16,,Preschools
6501,Acacia Kindergarten,,"PO Box 2602, Mount Gambier SA 5290","21 Wimmera Street, Mount Gambier SA 5290",(08) 8725 7373,(08) 8724 9383,Ms Kimberley Crowe,dl.6501.leaders@schools.sa.edu.au,14,,Preschools
2696,Adams Road Children's Centre,,"PO Box 548, Craigmore SA 5114","33 Adams Road, Craigmore SA 5114",(08) 8254 6616,(08) 8284 3036,Ms Amy Watson,dl.2696.leaders@schools.sa.edu.au,06,,Preschools
5601,Adelaide Miethke Kindergarten,,,"Cnr Oval & Cedar Avenues, Woodville South SA 5011",(08) 8345 5019,(08) 8268 9328,Mrs Suzanne Dawson,dl.5601.leaders@schools.sa.edu.au,09,,Preschools
4601,Agnes Goode Kindergarten Inc,,,"7 Cornish Street, Stepney SA 5069",(08) 8362 3163,(08) 8362 7657,Ms Kathy Wiseman,dl.4601.leaders@schools.sa.edu.au,07,,Preschools
6510,Akuna Kindergarten,,,"10 Ramsay Avenue, Mount Gambier SA 5290",(08) 8725 9146,(08) 8723 9681,Mrs Brooke Winterfield,dl.6510.leaders@schools.sa.edu.au,14,,Preschools
1555,Alberton Preschool,,,"Alberton Primary School, 14 Broad Street, Queenstown SA 5014",(08) 8447 1924,(08) 8447 6448,Mr Andrew Plastow,dl.0202.Admin@schools.sa.edu.au,10,,Preschools
4602,Aldgate Kindergarten Inc,,,"3 Fairview Road, Aldgate SA 5154",(08) 8339 3864,(08) 8370 1029,Ms Cathy Willoughby-Tuma,dl.4602.leaders@schools.sa.edu.au,12,,Preschools
5982,Aldinga Beach B-7 Childrens Centre,,,"Quinliven Road, Aldinga SA 5173",(08) 8556 5060,(08) 8556 5810,Ms Jane Moore,,12,,Preschools
3603,Aldinga Community Kindergarten,,"PO Box 1013, Aldinga Beach SA 5173","63 Butterworth Road, Aldinga Beach SA 5173",(08) 8556 5483,(08) 8557 7879,Ms Keryn Moyle,dl.3603.leaders@schools.sa.edu.au,12,,Preschools
1647,Allenby Gardens Child Parent Centre,,,"Allenby Gdns Primary School, Barham Street, Allenby Gardens SA 5009",(08) 8346 1541,(08) 8340 3239,Ms Sue Le Poidevin,dl.0473.Admin@schools.sa.edu.au,09,,Preschools
1556,Amata Preschool,,"c/- Amata Anangu School, PMB 113, via Alice Springs NT 0872",Amata SA 0872,(08) 8956 2922,(08) 8956 7554,Mr Greg Wirth,,09,,Preschools
1557,Andamooka Children's Centre,,"PO Box 143, Andamooka SA 5722",Andamooka SA 5722,(08) 8672 7018,(08) 8672 7197,Ms Angela Turner,dl.0509.Admin@schools.sa.edu.au,20,,Preschools
2635,Andrews Farm Community Preschool,,,"Lot 31 President Avenue, Andrews Farm SA 5114",(08) 8254 1700,(08) 8284 3031,Mrs Susan Tiver,dl.2635.leaders@schools.sa.edu.au,04,,Preschools
2601,Angaston Kindergarten,,,"16 Newcastle Street, Angaston SA 5353",(08) 8564 2330,(08) 8564 2141,Mr Steve Valentine,dl.2601.leaders@schools.sa.edu.au,11,,Preschools
2627,Angle Vale Preschool,,,"45 Fradd Road, Angle Vale SA 5117",(08) 8284 7786,(08) 8284 8179,Ms Rachel Eberhard,dl.2627.leaders@schools.sa.edu.au,04,,Preschools
6603,Ardrossan & Districts Community Kindergarten,,,"1 West Terrace, Ardrossan SA 5571",(08) 8837 3284,(08) 8837 4007,Ms Jane Klaebe,dl.6603.leaders@schools.sa.edu.au,02,,Preschools
4668,Ardtornish Children's Centre,,"2 Roder Court, St Agnes SA 5097","2 Saarinen Avenue, St Agnes SA 5097",(08) 8264 9828,(08) 8395 3601,Ms Heather Fuss,dl.4668.leaders@schools.sa.edu.au,04,,Preschools
3606,Ascot Park Kindergarten,,,"630 Marion Road, Park Holme SA 5043",(08) 8276 6810,(08) 8277 8691,Ms Glenda Fletcher,dl.3606.leaders@schools.sa.edu.au,16,,Preschools
4614,Ashton Kindergarten,,"PO Box 1420, Ashton SA 5137","181 Ridge Road, Horsnell Gully SA 5141",(08) 8390 1216,(08) 8390 3815,Mrs Helen Robertson,dl.4614.leaders@schools.sa.edu.au,12,,Preschools
4603,Athelstone Preschool,,,"338 Gorge Road, Athelstone SA 5076",(08) 8337 5493,(08) 8365 5738,Ms Emma Schulz,dl.4603.leaders@schools.sa.edu.au,08,,Preschools
6605,Augusta Park Childhood Services Centre,,"PO Box 585, Port Augusta SA 5700","2 Bailey Street, Port Augusta SA 5700",(08) 8642 3399,(08) 8641 0136,Mrs Sonya Gee-Davis,dl.6605.leaders@schools.sa.edu.au,20,,Preschools
